Category,Description,Data.Kilocalories,Data.Protein,Data.Fat.Total Lipid,Data.Carbohydrate,Data.Sugar Total,Data.Cholesterol,Data.Water,Data.Major Minerals.Calcium,Data.Major Minerals.Iron,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin A - RAE,missing_count
CHEESE PUFFS&TWISTS,"CHEESE PUFFS&TWISTS,CORN BSD,LOFAT",432.0,8.5,12.1,72.35,7.289999962,1,3.0,357,1.28,21.4,44,0
SNACKS,"SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT",342.0,5.9,0.9,77.6,55.34000015,0,13.7,3,4.0,1.7,25,0
POPCORN,"POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE",381.0,2.0,1.4,90.06,64.68000031,0,6.0,18,0.8,0.0,2,0
POTATO CHIPS,"POTATO CHIPS,FAT FREE,SALTED",379.0,9.64,0.6,83.76,3.690000057,0,2.0,35,3.57,9.3,1,0
SNACKS,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES",414.0,3.4,9.0,80.5,0.0,0,5.9,3,1.27,0.0,324,0
SNACKS,"SNACKS,KELLOGG'S LOFAT GRANOLA BAR,CRUNCHY ALMD/BRN SUGAR",390.0,8.0,7.4,78.0,0.0,0,5.0,35,8.6,0.0,713,0
SNACKS,"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP",420.0,4.47,13.02,72.31,38.77999878,136,4.9,1084,1.4,0.1,15,0
SNACKS,"SNACKS,KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,FRUIT-FILLED",375.0,4.4,7.5,72.4,35.09999847,0,14.5,541,4.86,0.0,608,0
SNACKS,"SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",318.0,8.44,3.53,65.22,2.819999933,2,1.66,128,4.8,5.5,9,0
Snacks,"Snacks, potato chips, from dried potatoes, fat-free, olestra",253.0,5.06,0.93,56.0,0.589999974,0,2.63,20,1.14,108.8,0,0
No Category,TARO CHIPS,498.0,2.3,24.9,68.1,3.819999933,0,2.0,60,1.2,5.0,7,0
CANDIES,"CANDIES,SEMISWEET CHOC,MADE W/BUTTER",477.0,4.2,29.7,63.4,0.0,18,0.7,32,3.13,0.0,3,0
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT",381.0,7.8,0.0,90.5,0.0,0,1.0,3,0.15,62.8,0,0
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,ADDED P,K,NA,VIT C",345.0,55.3,0.0,33.3,0.0,0,6.7,2,0.02,490.0,0,0
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,NO ADDED NA",345.0,55.3,0.0,33.3,0.0,0,6.7,2,0.02,0.0,0,0
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST,W/ ADDED OIL",386.0,0.0,4.4,89.0,0.0,0,2.8,6,0.12,0.0,0,0
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG,W/ ADDED OIL",387.0,0.0,5.0,88.4,0.0,0,4.1,20,0.05,0.0,0,0
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA",366.0,0.1,1.5,90.3,0.0,0,5.2,0,0.17,0.0,0,0
PUDDINGS,"PUDDINGS,TAPIOCA,DRY MIX,W/ NO ADDED SALT",369.0,0.1,0.1,94.3,0.0,0,4.0,4,0.12,0.0,0,0
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,REG,W/ ADDED OIL",369.0,0.3,1.1,92.4,0.0,0,3.9,15,0.05,0.0,0,0
JAMS&PRESERVES,"JAMS&PRESERVES,APRICOT",242.0,0.7,0.2,64.4,43.40000153,0,34.5,20,0.49,8.8,14,0
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K",265.0,0.0,0.1,69.6,0.0,0,30.1,5,0.07,0.0,0,0
CORN CAKES,"CORN CAKES,VERY LO NA",387.0,8.1,2.4,83.4,0.0,0,4.6,19,1.4,0.0,12,0
SNACKS,"SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR",558.0,5.76,35.76,54.1,2.75999999,4,1.5,58,1.1,0.0,0,0
SNACKS,"SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR",523.0,7.0,32.7,56.2,0.0,0,1.2,131,4.9,1.7,31,0
POPCORN,"POPCORN,AIR-POPPED,WHITE POPCORN",382.0,12.0,4.2,77.9,0.0,0,4.1,10,2.66,0.0,1,0
POPCORN,"POPCORN,OIL-POPPED,WHITE POPCORN",500.0,9.0,28.1,57.2,0.0,0,2.8,10,2.78,0.3,1,0
POTATO CHIPS,"POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,SALTED",536.0,7.0,34.6,52.9,0.0,0,1.9,24,1.63,31.1,0,0
POTATO CHIPS,"POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,UNSALTED",536.0,7.0,34.6,52.9,0.0,0,1.9,24,1.63,31.1,0,0
POTATO CHIPS,"POTATO CHIPS,PLN,UNSALTED",536.0,7.0,34.6,52.9,0.219999999,0,1.9,24,1.63,31.1,0,0
PRETZELS,"PRETZELS,HARD,PLN,MADE W/UNENR FLR,SALTED",381.0,9.1,3.5,79.2,0.0,0,3.3,36,1.67,0.0,0,0
PRETZELS,"PRETZELS,HARD,PLN,MADE W/UNENR FLR,UNSALTED",381.0,9.1,3.5,79.2,0.0,0,3.3,36,1.67,0.0,0,0
SNACKS,"SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED",381.0,9.1,3.5,79.2,2.210000038,0,3.3,36,4.32,0.0,0,0
RICE CAKES,"RICE CAKES,BROWN RICE,PLN,UNSALTED",387.0,8.2,2.8,81.5,0.879999995,0,5.8,11,1.49,0.0,0,0
RICE CAKES,"RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED",380.0,9.0,3.5,80.1,0.0,0,5.9,11,1.14,0.0,0,0
RICE CAKES,"RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED",387.0,8.5,3.5,80.1,0.0,0,6.3,21,1.96,0.0,0,0
RICE CAKES,"RICE CAKES,BROWN RICE,SESAME SD,UNSALTED",392.0,7.6,3.8,81.5,0.0,0,5.9,12,1.58,3.0,0,0
SESAME STKS,"SESAME STKS,WHEAT-BASED,UNSALTED",541.0,10.9,36.7,46.5,0.0,0,2.0,170,0.74,0.0,4,0
TRAIL MIX,"TRAIL MIX,REG,UNSALTED",462.0,13.8,29.4,44.9,0.0,0,9.2,78,3.05,1.4,1,0
TRAIL MIX,"TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS",484.0,14.2,31.9,44.9,0.0,4,6.6,109,3.39,1.3,3,0
POTATO CHIPS,"POTATO CHIPS,WO/SALT,RED FAT",487.0,7.1,20.8,67.8,0.219999999,0,1.0,21,1.35,25.7,0,0
TORTILLA CHIPS,"TORTILLA CHIPS,LOFAT,UNSALTED",416.0,11.0,5.7,80.1,0.850000024,0,1.7,159,1.6,0.2,4,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS",81.0,0.0,0.24,19.68,14.56999969,0,79.96,5,0.3,1.2,0,0
SNACKS,"SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR",498.0,7.8,25.6,62.4,0.0,3,1.7,147,3.7,1.8,24,0
CANDIES,"CANDIES,SUGAR-COATED ALMONDS",474.0,10.0,17.93,68.26,62.5,0,2.3,100,1.9,0.0,0,0
COCOA,"COCOA,DRY PDR,HI-FAT OR BRKFST,PLN",299.0,16.8,23.71,48.3,1.549999952,0,3.0,122,14.5,0.0,0,0
COCOA,"COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI",295.0,16.8,23.71,45.4,1.529999971,0,3.0,122,14.5,0.0,0,0
CANDIES,"CANDIES,SOFT FRUIT & NUT SQUARES",390.0,2.31,9.52,73.81,45.95000076,0,13.88,17,0.93,0.2,0,0
ICE CREAMS,"ICE CREAMS,VANILLA,FAT FREE",138.0,4.48,0.0,30.06,6.300000191,0,64.35,149,0.0,0.0,200,0
SWEETENERS,"SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS",331.0,0.0,0.0,89.97,80.33000183,0,8.83,0,0.0,0.0,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS",105.0,3.6,0.97,22.28,3.930000067,2,71.85,101,0.94,0.7,7,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,FAT FREE FUDGESICLE BARS",127.0,5.55,0.66,26.94,20.10000038,3,65.94,159,0.91,1.0,0,0
FROZ NOVELTIES,"FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE",21.0,0.0,0.0,5.14,1.519999981,0,94.03,0,0.67,10.4,0,0
FRZ NVL,"FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED",124.0,4.31,1.88,30.07,7.099999905,7,63.51,138,0.71,0.9,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT VANILLA",162.0,4.84,4.59,25.3,22.78000069,15,64.89,169,0.06,1.1,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA",173.0,4.82,5.56,26.03,21.11000061,53,62.71,155,0.21,0.9,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,98% FAT FREE VANILLA",137.0,3.3,2.2,30.51,20.93000031,8,63.42,122,0.09,0.8,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY",161.0,4.69,4.35,26.06,22.46999931,14,63.32,158,0.31,1.7,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP",196.0,4.69,7.09,28.39,25.37999916,15,59.11,160,0.52,1.4,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN",180.0,3.99,10.3,21.3,5.900000095,18,63.52,130,0.19,0.9,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,FRENCH VANILLA",154.0,4.5,7.05,20.75,7.699999809,53,66.48,151,0.19,0.9,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA",143.0,3.68,6.2,21.92,6.090000153,18,67.86,133,0.09,0.8,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL",153.0,3.53,5.68,25.63,5.489999771,16,64.4,121,0.36,0.7,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY",143.0,3.71,6.26,21.7,6.150000095,18,67.34,132,0.27,0.8,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE",222.0,3.72,4.0,44.75,24.75,3,46.57,122,0.29,0.6,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE",224.0,4.09,4.1,45.32,24.62000084,2,45.51,125,0.75,0.6,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH",211.0,5.96,2.34,44.2,21.81999969,4,46.65,142,0.38,0.7,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC SNDWCH",212.0,6.21,2.43,44.12,21.5,4,46.53,144,0.98,0.7,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR MINT SNDWCH",210.0,5.96,2.34,44.16,21.80999947,4,46.65,142,0.38,0.7,0,0
FROZEN NOVL,"FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR",224.0,5.16,11.93,27.09,8.640000343,8,54.69,289,0.41,1.0,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS",57.0,1.78,0.86,14.54,2.75,3,82.38,137,0.28,0.4,0,0
FROZEN NOVELTIES,"FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS",49.0,1.37,2.33,11.95,0.430000007,0,83.91,23,0.03,0.0,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,ALL NAT LT FRENCH CHOC",201.0,5.3,7.28,29.68,24.04000092,41,56.58,158,0.85,1.0,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,98% FAT FREE CHOC",136.0,3.89,2.17,30.18,20.29000092,7,63.2,126,0.84,0.7,0,0
ICE CREAMS,"ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL",151.0,3.54,5.8,25.17,5.809999943,16,64.71,121,0.59,0.7,0,0
CANDIES,"CANDIES,REESE'S FAST BREAK,CANDY BAR",495.0,8.93,23.21,63.9,53.56999969,9,1.66,36,0.64,0.0,14,0
CANDIES,"CANDIES,MASTERFOODS USA,COCOAVIA CHOC COVERED ALMONDS",510.0,9.51,37.07,43.82,26.92000008,0,1.5,840,3.56,27.3,0,0
ICE CREAMS,"ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA",190.0,3.17,12.7,15.87,6.349999905,32,67.36,128,0.09,0.6,118,0
ICE CREAMS,"ICE CREAMS,REG,LO CARBOHYDRATE,CHOC",193.0,3.8,12.7,15.87,6.349999905,34,66.63,109,0.93,0.7,118,0
CANDIES,"CANDIES,CHOC,DK,45-59% CACAO SOL",543.0,4.88,30.64,61.81,47.90000153,8,0.97,56,8.02,0.0,2,0
CANDIES,"CANDIES,CHOC,DK,60-69% CACAO SOL",578.0,6.12,38.14,52.59,36.70999908,6,1.25,62,6.32,0.0,3,0
CANDIES,"CANDIES,CHOC,DK,70-85% CACAO SOL",599.0,7.79,42.72,45.81,23.98999977,2,1.37,73,11.9,0.0,2,0
CANDIES,"CANDIES,CHOC,DK,NFS",547.0,5.09,31.62,60.55,46.13999939,7,1.0,57,8.13,0.0,2,0
AMARANTH,"AMARANTH,UNCKD",371.0,13.56,7.02,65.25,1.690000057,0,11.29,159,7.61,4.2,0,0
AMARANTH GRAIN,"AMARANTH GRAIN,CKD",102.0,3.8,1.58,18.69,0.0,0,75.16,47,2.1,0.0,0,0
No Category,ARROWROOT FLOUR,357.0,0.3,0.1,88.15,0.0,0,11.37,40,0.33,0.0,0,0
BARLEY,"BARLEY,HULLED",354.0,12.48,2.3,73.48,0.800000012,0,9.44,33,3.6,0.0,1,0
BARLEY,"BARLEY,PEARLED,RAW",352.0,9.91,1.16,77.72,0.800000012,0,10.09,29,2.5,0.0,1,0
BARLEY,"BARLEY,PEARLED,COOKED",123.0,2.26,0.44,28.22,0.280000001,0,68.8,11,1.33,0.0,0,0
No Category,BUCKWHEAT,343.0,13.25,3.4,71.5,0.0,0,9.75,18,2.2,0.0,0,0
BUCKWHEAT GROATS,"BUCKWHEAT GROATS,RSTD,DRY",346.0,11.73,2.71,74.95,0.0,0,8.41,17,2.47,0.0,0,0
BUCKWHEAT GROATS,"BUCKWHEAT GROATS,RSTD,CKD",92.0,3.38,0.62,19.94,0.899999976,0,75.63,7,0.8,0.0,0,0
BUCKWHEAT FLR,"BUCKWHEAT FLR,WHOLE-GROAT",335.0,12.62,3.1,70.59,2.599999905,0,11.15,41,4.06,0.0,0,0
BULGUR,"BULGUR,DRY",342.0,12.29,1.33,75.87,0.409999996,0,9.0,35,2.46,0.0,0,0
BULGUR,"BULGUR,COOKED",83.0,3.08,0.24,18.58,0.100000001,0,77.76,10,0.96,0.0,0,0
CORN,"CORN,YELLOW",365.0,9.42,4.74,74.26,0.639999986,0,10.37,7,2.71,0.0,11,0
CORN BRAN,"CORN BRAN,CRUDE",224.0,8.36,0.92,85.64,0.0,0,4.71,42,2.79,0.0,4,0
CORN FLR,"CORN FLR,WHOLE-GRAIN,YEL",361.0,6.93,3.86,76.85,0.639999986,0,10.91,7,2.38,0.0,11,0
CORN FLR,"CORN FLR,MASA,ENR,WHITE",365.0,9.34,3.78,76.27,0.639999986,0,9.03,141,7.21,0.0,0,0
CORN FLR,"CORN FLR,DEGERMED,UNENR,YEL",375.0,5.59,1.39,82.75,0.639999986,0,9.81,2,0.91,0.0,11,0
CORNMEAL,"CORNMEAL,WHOLE-GRAIN,YEL",362.0,8.12,3.59,76.89,0.639999986,0,10.26,6,3.45,0.0,11,0
CORNMEAL,"CORNMEAL,DEGERMED,ENR,YEL",369.0,7.25,1.79,79.15,1.659999967,0,11.26,3,4.32,0.0,11,0
CORNMEAL,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL",334.0,8.28,3.4,70.28,0.0,0,12.59,361,5.76,0.0,23,0
CORNMEAL,"CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,YEL",348.0,8.41,2.85,73.43,0.0,0,10.33,299,4.95,0.0,14,0
CORNMEAL,"CORNMEAL,SELF-RISING,DEGERMED,ENR,YEL",355.0,8.41,1.72,74.79,0.0,0,10.17,350,4.73,0.0,11,0
No Category,CORNSTARCH,381.0,0.26,0.05,91.27,0.0,0,8.32,2,0.47,0.0,0,0
COUSCOUS,"COUSCOUS,DRY",376.0,12.76,0.64,77.43,0.0,0,8.56,24,1.08,0.0,0,0
COUSCOUS,"COUSCOUS,COOKED",112.0,3.79,0.16,23.22,0.100000001,0,72.57,8,0.38,0.0,0,0
HOMINY,"HOMINY,CANNED,WHITE",72.0,1.48,0.88,14.26,1.820000052,0,82.53,10,0.62,0.0,0,0
MILLET,"MILLET,RAW",378.0,11.02,4.22,72.85,0.0,0,8.67,8,3.01,0.0,0,0
MILLET,"MILLET,COOKED",119.0,3.51,1.0,23.67,0.129999995,0,71.41,3,0.63,0.0,0,0
OAT BRAN,"OAT BRAN,RAW",246.0,17.3,7.03,66.22,1.450000048,0,6.55,58,5.41,0.0,0,0
OAT BRAN,"OAT BRAN,COOKED",40.0,3.21,0.86,11.44,0.0,0,84.0,10,0.88,0.0,0,0
QUINOA,"QUINOA,UNCKD",368.0,14.12,6.07,64.16,0.0,0,13.28,47,4.57,0.0,1,0
RICE,"RICE,BROWN,LONG-GRAIN,RAW",370.0,7.94,2.92,77.24,0.850000024,0,10.37,23,1.47,0.0,0,0
RICE,"RICE,BROWN,LONG-GRAIN,CKD",111.0,2.58,0.9,22.96,0.349999994,0,73.09,10,0.42,0.0,0,0
No Category,OATS,389.0,16.89,6.9,66.27,0.0,0,8.22,54,4.72,0.0,0,0
RICE,"RICE,BROWN,MEDIUM-GRAIN,RAW",362.0,7.5,2.68,76.17,0.0,0,12.37,33,1.8,0.0,0,0
RICE,"RICE,BROWN,MEDIUM-GRAIN,CKD",112.0,2.32,0.83,23.51,0.0,0,72.96,10,0.53,0.0,0,0
RICE,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",365.0,7.13,0.66,79.95,0.119999997,0,11.62,28,4.31,0.0,0,0
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD",130.0,2.69,0.28,28.17,0.050000001,0,68.44,10,1.2,0.0,0,0
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY",374.0,8.11,1.04,80.43,0.330000013,0,9.7,55,5.26,0.0,0,0
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD",123.0,2.91,0.37,26.05,0.109999999,0,70.36,19,1.81,0.0,0,0
RICE,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY",380.0,7.82,0.94,82.32,0.050000001,0,8.38,22,6.3,0.0,0,0
RICE,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",117.0,2.18,0.5,25.1,0.0,0,72.0,8,1.77,0.0,0,0
RICE,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR",360.0,6.61,0.58,79.34,0.0,0,12.89,9,4.36,0.0,0,0
RICE,"RICE,WHITE,MEDIUM-GRAIN,CKD",130.0,2.38,0.21,28.59,0.0,0,68.61,3,1.49,0.0,0,0
RICE,"RICE,WHITE,SHORT-GRAIN,RAW",358.0,6.5,0.52,79.15,0.0,0,13.29,3,4.23,0.0,0,0
RICE,"RICE,WHITE,SHORT-GRAIN,CKD",130.0,2.36,0.19,28.73,0.0,0,68.53,1,1.46,0.0,0,0
RICE,"RICE,WHITE,GLUTINOUS,RAW",370.0,6.81,0.55,81.68,0.0,0,10.46,11,1.6,0.0,0,0
RICE,"RICE,WHITE,GLUTINOUS,CKD",97.0,2.02,0.19,21.09,0.050000001,0,76.63,2,0.14,0.0,0,0
RICE,"RICE,WHITE,WITH PASTA,DRY",368.0,9.37,2.44,75.32,0.0,2,7.13,46,3.98,0.6,0,0
RICE,"RICE,WHITE,W/PASTA,CKD",122.0,2.54,2.82,21.43,0.0,1,71.74,8,0.94,0.2,0,0
RICE,"RICE,WHITE,STMD,CHINESE RESTAURANT",151.0,3.2,0.27,33.88,0.0,0,62.5,5,0.39,0.0,0,0
RICE BRAN,"RICE BRAN,CRUDE",316.0,13.35,20.85,49.69,0.899999976,0,6.13,57,18.54,0.0,0,0
RICE FLOUR,"RICE FLOUR,WHITE",366.0,5.95,1.42,80.13,0.119999997,0,11.89,10,0.35,0.0,0,0
No Category,RYE,335.0,14.76,2.5,69.76,1.039999962,0,10.95,33,2.67,0.0,1,0
RYE FLOUR,"RYE FLOUR,DARK",324.0,14.03,2.69,68.74,1.039999962,0,11.07,56,6.45,0.0,1,0
RYE FLOUR,"RYE FLOUR,MEDIUM",354.0,9.39,1.77,77.49,1.039999962,0,9.85,24,2.12,0.0,0,0
RYE FLOUR,"RYE FLOUR,LIGHT",367.0,8.39,1.36,80.23,1.039999962,0,8.78,21,1.8,0.0,0,0
SEMOLINA,"SEMOLINA,ENRICHED",360.0,12.68,1.05,72.83,0.0,0,12.67,17,4.36,0.0,0,0
No Category,SORGHUM,339.0,11.3,3.3,74.63,0.0,0,9.2,28,4.4,0.0,0,0
TAPIOCA,"TAPIOCA,PEARL,DRY",358.0,0.19,0.02,88.69,3.349999905,0,10.99,20,1.58,0.0,0,0
No Category,TRITICALE,336.0,13.05,2.09,72.13,0.0,0,10.51,37,2.57,0.0,0,0
TRITICALE FLR,"TRITICALE FLR,WHOLE-GRAIN",338.0,13.18,1.81,73.14,0.0,0,10.01,35,2.59,0.0,0,0
WHEAT,"WHEAT,HARD RED SPRING",329.0,15.4,1.92,68.03,0.409999996,0,12.76,25,3.6,0.0,0,0
WHEAT,"WHEAT,HARD RED WINTER",327.0,12.61,1.54,71.18,0.409999996,0,13.1,29,3.19,0.0,0,0
WHEAT,"WHEAT,SOFT RED WINTER",331.0,10.35,1.56,74.24,0.409999996,0,12.17,27,3.21,0.0,0,0
WHEAT,"WHEAT,HARD WHITE",342.0,11.31,1.71,75.9,0.409999996,0,9.57,32,4.56,0.0,0,0
WHEAT,"WHEAT,SOFT WHITE",340.0,10.69,1.99,75.36,0.409999996,0,10.42,34,5.37,0.0,0,0
WHEAT,"WHEAT,DURUM",339.0,13.68,2.47,71.13,0.0,0,10.94,34,3.52,0.0,0,0
WHEAT BRAN,"WHEAT BRAN,CRUDE",216.0,15.55,4.25,64.51,0.409999996,0,9.89,73,10.57,0.0,0,0
WHEAT GERM,"WHEAT GERM,CRUDE",360.0,23.15,9.72,51.8,0.0,0,11.12,39,6.26,0.0,0,0
WHEAT FLOUR,"WHEAT FLOUR,WHOLE-GRAIN",339.0,13.7,1.87,72.57,0.409999996,0,10.27,34,3.88,0.0,0,0
WHEAT FLR,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED",364.0,10.33,0.98,76.31,0.270000011,0,11.92,15,4.64,0.0,0,0
WHEAT FLR,"WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR",354.0,9.89,0.97,74.22,0.219999999,0,10.59,338,4.67,0.0,0,0
WHEAT FLR,"WHEAT FLR,WHITE,BREAD,ENR",361.0,11.98,1.66,72.53,0.310000002,0,13.36,15,4.41,0.0,0,0
WHEAT FLR,"WHEAT FLR,WHITE,CAKE,ENR",362.0,8.2,0.86,78.03,0.310000002,0,12.51,14,7.32,0.0,0,0
WHEAT FLR,"WHEAT FLR,WHITE,TORTILLA MIX,ENR",405.0,9.66,10.63,67.14,0.0,0,10.08,205,7.05,0.0,0,0
WHEAT,"WHEAT,SPROUTED",198.0,7.49,1.27,42.53,0.0,0,47.75,28,2.14,2.6,0,0
WILD RICE,"WILD RICE,RAW",357.0,14.73,1.08,74.9,2.5,0,7.76,21,1.96,0.0,1,0
WILD RICE,"WILD RICE,COOKED",101.0,3.99,0.34,21.34,0.730000019,0,73.93,3,0.6,0.0,0,0
RICE FLOUR,"RICE FLOUR,BROWN",363.0,7.23,2.78,76.48,0.850000024,0,11.97,11,1.98,0.0,0,0
PASTA,"PASTA,CORN,DRY",357.0,7.46,2.08,79.26,0.0,0,10.0,4,0.93,0.0,9,0
PASTA,"PASTA,CORN,COOKED",126.0,2.63,0.73,27.91,0.0,0,68.31,1,0.25,0.0,3,0
PASTA,"PASTA,FRESH-REFRIGERATED,PLN,AS PURCHASED",288.0,11.31,2.3,54.73,0.0,73,31.0,15,3.35,0.0,14,0
PASTA,"PASTA,FRESH-REFRIGERATED,PLN,CKD",131.0,5.15,1.05,24.93,0.0,33,68.56,6,1.14,0.0,6,0
PASTA,"PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED",289.0,11.26,2.1,55.72,0.0,73,30.1,43,3.3,0.0,25,0
PASTA,"PASTA,FRESH-REFRIGERATED,SPINACH,CKD",130.0,5.06,0.94,25.04,0.0,33,68.58,18,1.11,0.0,10,0
PASTA,"PASTA,HOMEMADE,MADE W/EGG,CKD",130.0,5.28,1.74,23.54,0.0,41,68.71,10,1.16,0.0,17,0
PASTA,"PASTA,HOMEMADE,MADE WO/EGG,CKD",124.0,4.37,0.98,25.12,0.0,0,68.86,6,1.13,0.0,0,0
MACARONI,"MACARONI,DRY,ENR",371.0,13.04,1.51,74.67,2.670000076,0,9.9,21,3.3,0.0,0,0
MACARONI,"MACARONI,COOKED,ENRICHED",158.0,5.8,0.93,30.86,0.560000002,0,62.13,7,1.28,0.0,0,0
MACARONI,"MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 5.70)",375.0,19.86,2.23,67.56,0.0,0,9.23,39,4.15,0.0,0,0
MACARONI,"MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 5.70)",164.0,8.08,0.21,31.66,0.0,0,59.73,10,0.72,0.0,0,0
MACARONI,"MACARONI,VEG,DRY,ENR",367.0,13.14,1.04,74.88,0.0,0,9.89,34,4.28,0.0,8,0
MACARONI,"MACARONI,VEG,CKD,ENR",128.0,4.53,0.11,26.61,1.149999976,0,68.37,11,0.49,0.0,5,0
MACARONI,"MACARONI,WHOLE-WHEAT,DRY",348.0,14.63,1.4,75.03,0.0,0,7.34,40,3.63,0.0,0,0
MACARONI,"MACARONI,WHOLE-WHEAT,CKD",124.0,5.33,0.54,26.54,0.800000012,0,67.15,15,1.06,0.0,0,0
NOODLES,"NOODLES,EGG,DRY,ENRICHED",384.0,14.16,4.44,71.27,1.879999995,84,9.01,35,4.01,0.0,17,0
NOODLES,"NOODLES,EGG,CKD,ENR",138.0,4.54,2.07,25.16,0.400000006,29,67.73,12,1.47,0.0,6,0
NOODLES,"NOODLES,EGG,SPINACH,DRY,ENR",382.0,14.61,4.55,70.32,0.0,95,8.72,56,4.2,0.0,0,0
